# Energy Eigenvalues:,4.915098,19.660345,44.235595,78.640606,122.875039,176.938458,240.830332,314.550030,398.096826,491.469898
# Position x, Psi 1,Psi 2,Psi 3,Psi 4,Psi 5,Psi 6,Psi 7,Psi 8,Psi 9,Psi 10
-3.088088088088087879e-01,8.007363674111052099e-01,-1.319412226998400106e+00,1.373323259969448928e+00,9.434791829311897082e-01,1.812931168044433772e-01,-6.447538659679087347e-01,-1.243685543017097217e+00,-1.404527308561706489e+00,-1.070622288143255219e+00,3.595888463259240830e-01
-3.078078078078078095e-01,8.043854832137004029e-01,-1.322556863960482998e+00,1.370139888544915197e+00,9.302036566376974402e-01,1.592849404347150555e-01,-6.683102422887977623e-01,-1.258109364604873770e+00,-1.400251733082439776e+00,-1.044160524623051867e+00,3.165389304044393670e-01
-3.068068068068068310e-01,8.080266759104399732e-01,-1.325649392909944879e+00,1.366835056414265503e+00,9.167815337395036623e-01,1.372375413723601334e-01,-6.916296453323264037e-01,-1.271925990617726709e+00,-1.395093494711875159e+00,-1.016865741915999211e+00,2.731772525591536493e-01
-3.058058058058057971e-01,8.116599096359879972e-01,-1.328689692002845701e+00,1.363409056545572984e+00,9.032149295127951394e-01,1.151563486199838199e-01,-7.147038063708649469e-01,-1.285128752800564378e+00,-1.389055844997920008e+00,-9.887597154839719016e-01,2.295465200807209338e-01
-3.048048048048048186e-01,8.152851486034079498e-01,-1.331677641453080874e+00,1.359862192648243928e+00,8.895059820034789677e-01,9.304679950162884905e-02,-7.375245436361035356e-01,-1.297711279164597276e+00,-1.382142589834355118e+00,-9.598648679897092695e-01,1.856897052540270043e-01
-3.038038038038037847e-01,8.189023571045090932e-01,-1.334613123537090829e+00,1.356194779146084439e+00,8.756568516902283328e-01,7.091433832387464276e-02,-7.600837652201862804e-01,-1.309667497062614538e+00,-1.374358087061741118e+00,-9.302042514082657920e-01,1.416500030344120808e-01
-3.028028028028028062e-01,8.225114995101981963e-01,-1.337496022598495982e+00,1.352407141149426950e+00,8.616697211439965365e-01,4.876441503521889570e-02,-7.823734719449841890e-01,-1.320991636119794643e+00,-1.365707243720406305e+00,-8.998015286364120513e-01,9.747078850458716637e-02
-3.018018018018018278e-01,8.261125402708255905e-01,-1.340326225052651976e+00,1.348499614426302173e+00,8.475467946840503641e-01,2.660248388406958805e-02,-8.043857601984873984e-01,-1.331678231018630365e+00,-1.356195512957240279e+00,-8.686809546146461170e-01,5.319557415414073037e-02
-3.008008008008007939e-01,8.297054439165475470e-01,-1.343103619391138093e+00,1.344472545372693784e+00,8.332902980305876284e-01,4.434002075678872279e-03,-8.261128247373223932e-01,-1.341722124136646821e+00,-1.345828890588264715e+00,-8.368673569768934062e-01,8.867967023713422756e-03
-2.997997997997998154e-01,8.332901750576741096e-01,-1.345828096186151956e+00,1.340326290981828095e+00,8.189024779539723076e-01,-1.773557157165175924e-02,-8.475469614543802432e-01,-1.351118468035600317e+00,-1.334613911319108448e+00,-8.043861162433079137e-01,-3.546837424395235527e-02
-2.987987987987987815e-01,8.368666983850077123e-01,-1.348499548094804545e+00,1.336061218812511164e+00,8.043856019206405694e-01,-3.990077797076414801e-02,-8.686805701105725364e-01,-1.359862727800959625e+00,-1.322557644625772300e+00,-7.712631455719756168e-01,-7.976978240378762575e-02
-2.977977977977978030e-01,8.404349786701990066e-01,-1.351117869863360355e+00,1.331677706956557516e+00,7.897419577357649434e-01,-6.205615910990142092e-02,-8.895061570297763121e-01,-1.367950683230582554e+00,-1.309667690298328191e+00,-7.375248700857044426e-01,-1.239926246166427048e-01
-2.967967967967968246e-01,8.439949807660959147e-01,-1.353682958331389852e+00,1.327176144005278280e+00,7.749738531827077281e-01,-8.419625939670168091e-02,-9.100163377559857825e-01,-1.375378430871497359e+00,-1.295952173650314343e+00,-7.031982057903698458e-01,-1.680933454236474001e-01
-2.957957957957957906e-01,8.475466696070768080e-01,-1.356194712435812022e+00,1.322556929015010319e+00,7.600836156593090420e-01,-1.063156270015949284e-01,-9.302038396717228208e-01,-1.382142385903786908e+00,-1.281419740396844587e+00,-6.683105381016238855e-01,-2.120285096443565720e-01
-2.947947947947947567e-01,8.510900102094089981e-01,-1.358653033214896944e+00,1.317820471471762511e+00,7.450735918111106582e-01,-1.284088152002751948e-01,-9.500615045768162625e-01,-1.388239283870734919e+00,-1.266079551204710940e+00,-6.328896999971393988e-01,-2.557548451564365388e-01
-2.937937937937937782e-01,8.546249676715915733e-01,-1.361057823812162670e+00,1.312967191254911237e+00,7.299461471615321662e-01,-1.504703837149142520e-01,-9.695822912265961158e-01,-1.393666182254333918e+00,-1.249941275917864303e+00,-5.969639498117814691e-01,-2.992292855147506425e-01
-2.927927927927927998e-01,8.581515071746838030e-01,-1.363408989480167088e+00,1.307997518599957054e+00,7.147036657390593017e-01,-1.724949000537861765e-01,-9.887592778286010686e-01,-1.398420461895392819e+00,-1.233015087461906134e+00,-5.605619486934221296e-01,-3.424090123678688591e-01
-2.917917917917918214e-01,8.616695939826758410e-01,-1.365706437584283783e+00,1.302911894060426734e+00,6.993485497015546892e-01,-1.944769408489811224e-01,-1.007585664496979172e+00,-1.402499828257656622e+00,-1.215311655431522642e+00,-5.237127377374288795e-01,-3.852514976302405802e-01
-2.907907907907907874e-01,8.651791934428181285e-01,-1.367950077606332915e+00,1.297710768468798292e+00,6.838832189576750098e-01,-2.164110931918661329e-01,-1.026054775663615137e+00,-1.405902312535184828e+00,-1.196842139364778124e+00,-4.864457148180050816e-01,-4.277145453684685350e-01
-2.897897897897897534e-01,8.686802709859520188e-01,-1.370139821148128823e+00,1.292394602896520306e+00,6.683101107854937384e-01,-2.382919559659696651e-01,-1.044160062445179893e+00,-1.408626272602532481e+00,-1.177618181708572909e+00,-4.487906111348997640e-01,-4.697563333604436453e-01
-2.887887887887887750e-01,8.721727921268584982e-01,-1.372275581934978783e+00,1.286963868613151707e+00,6.526316794484026129e-01,-2.601141411769672951e-01,-1.061895104965280501e+00,-1.410670393807294420e+00,-1.157651900479719664e+00,-4.107774674942054061e-01,-5.113354542864159136e-01
-2.877877877877877966e-01,8.756567224646004677e-01,-1.374357275819083180e+00,1.281419047044586979e+00,6.368503958083301386e-01,-2.818722752794339259e-01,-1.079253614630859337e+00,-1.412033689604592412e+00,-1.136955881626231291e+00,-3.724366103421516416e-01,-5.524109565114212472e-01
-2.867867867867868181e-01,8.791320276828600289e-01,-1.376384820782851071e+00,1.275760629730376738e+00,6.209687469363431855e-01,-3.035610005000380363e-01,-1.096229436362039289e+00,-1.412715502033205395e+00,-1.115543171093640762e+00,-3.337986275710169148e-01,-5.929423844189005699e-01
-2.857857857857857842e-01,8.825986735502761027e-01,-1.378358136942127832e+00,1.269989118280152818e+00,6.049892357206915205e-01,-3.251749761568522024e-01,-1.112816550774623270e+00,-1.412715502033118575e+00,-1.093427266601354253e+00,-2.948943441164605939e-01,-6.328898182557847196e-01
-2.847847847847847502e-01,8.860566259207836026e-01,-1.380277146549349743e+00,1.264105024329164939e+00,5.889143804723655506e-01,-3.467088799744555416e-01,-1.129009076314489546e+00,-1.412033689604338393e+00,-1.070622109134231170e+00,-2.557547973657477991e-01,-6.722139134498057444e-01
-2.837837837837837718e-01,8.895058507339390630e-01,-1.382141773996586886e+00,1.258108869492908566e+00,5.727467145282110206e-01,-3.681574093944991466e-01,-1.144801271343088178e+00,-1.410670393806874534e+00,-1.047142074154727709e+00,-2.164112123964765655e-01,-7.108759393602969157e-01
-2.827827827827827933e-01,8.929463140152676948e-01,-1.383951945818541640e+00,1.252001185320902321e+00,5.564887858516931463e-01,-3.895152828814250068e-01,-1.160187536173362899e+00,-1.408626272601947838e+00,-1.023001962541193466e+00,-1.768949770655763032e-01,-7.488378174243444096e-01
-2.817817817817818149e-01,8.963779818765944540e-01,-1.385707590695438585e+00,1.245782513249561241e+00,5.401431566313453780e-01,-4.107772412230014103e-01,-1.175162415055313492e+00,-1.405902312534434984e+00,-9.982169912579836879e-01,-1.372376169684378644e-01,-7.860621586606888478e-01
-2.807807807807807809e-01,8.998008205163817719e-01,-1.387408639455838255e+00,1.239453404554204274e+00,5.237124028769792883e-01,-4.319380488253660166e-01,-1.189720598110532768e+00,-1.402499828256740688e+00,-9.728027837632945429e-01,-9.747077028815834265e-02,-8.225123004944593363e-01
-2.797797797797797470e-01,9.032147962200571811e-01,-1.389055025079356298e+00,1.233014420300178937e+00,5.071991140137128706e-01,-4.529924950022476970e-01,-1.203856923215006036e+00,-1.398420461894308797e+00,-9.467753601607535874e-01,-5.762616255496421508e-02,-8.581523428664552533e-01
-2.787787787787787686e-01,9.066198753603468274e-01,-1.390646682699304915e+00,1.226466131293122652e+00,4.906058924738867510e-01,-4.739353952580592222e-01,-1.217566377829529367e+00,-1.393666182253089803e+00,-9.201511271009836790e-01,-1.773558133595006317e-02,-8.929471835914256639e-01
-2.777777777777777901e-01,9.100160243976073149e-01,-1.392183549605250592e+00,1.219809118028366557e+00,4.739353532869322039e-01,-4.947615925645392765e-01,-1.230844100777085171e+00,-1.388239283869346696e+00,-8.929468674395080185e-01,2.216914912467426307e-02,-9.268625529305146715e-01
-2.767767767767768117e-01,9.134032098801523336e-01,-1.393665565245477467e+00,1.213043970639466895e+00,4.571901236672492597e-01,-5.154659586306292729e-01,-1.243685383966540492e+00,-1.382142385902249249e+00,-8.651797296575004514e-01,6.205619329459752254e-02,-9.598650473438194997e-01
-2.757757757757757777e-01,9.167813984445888353e-01,-1.395092671229385406e+00,1.206171288845902634e+00,4.403728426001715657e-01,-5.360433951652794349e-01,-1.256085674062079161e+00,-1.375378430869809154e+00,-8.368672170520743414e-01,1.018937297514268814e-01,-9.919221623898319962e-01
-2.747747747747747438e-01,9.201505568161483239e-01,-1.396464811329793498e+00,1.199191681899912210e+00,4.234861604260735657e-01,-5.564888351328645122e-01,-1.268040574097751838e+00,-1.367950683228751796e+00,-8.080271767029040264e-01,1.416499765694504420e-01,-1.023002324739345381e+00
-2.737737737737737653e-01,9.235106518089973848e-01,-1.397781931485128082e+00,1.192105768532462307e+00,4.065327384226776752e-01,-5.767972440008936053e-01,-1.279545845036555107e+00,-1.359862727798978543e+00,-7.786777882221198599e-01,1.812932166748887630e-01,-1.053074923272282026e+00
-2.727727727727727869e-01,9.268616503265809659e-01,-1.399043979801580795e+00,1.184914176898422156e+00,3.895152483856560433e-01,-5.969636209797343218e-01,-1.290597407273556652e+00,-1.351118468033469577e+00,-7.488375522946220109e-01,2.207918231494110373e-01,-1.082110339226866946e+00
-2.717717717717718084e-01,9.302035193619450082e-01,-1.400250906555143837e+00,1.177617544520869641e+00,3.724363722075625938e-01,-6.169830002540158675e-01,-1.301191342082457236e+00,-1.341722124134368199e+00,-7.185252790159809555e-01,2.601142844617240213e-01,-1.110079975371396577e+00
-2.707707707707707745e-01,9.335362259980561905e-01,-1.401402664193565073e+00,1.170216518234574288e+00,3.552988014551755058e-01,-6.368504522054211359e-01,-1.311323893005111429e+00,-1.331678231016200087e+00,-6.877600760352999831e-01,2.992292296071064617e-01,-1.136956284169894804e+00
-2.697697697697697405e-01,9.368597374081301110e-01,-1.402499207338224085e+00,1.162711754128656683e+00,3.381052369453175221e-01,-6.565610846265688139e-01,-1.320991467183517232e+00,-1.320991636117213375e+00,-6.565613365105169574e-01,3.381054531348343106e-01,-1.162712794913922432e+00
-2.687687687687687621e-01,9.401740208559605794e-01,-1.403540492785931404e+00,1.155103917488437659e+00,3.208583883192198116e-01,-6.761100439256856331e-01,-1.330190636633801438e+00,-1.309667497059887609e+00,-6.249487268837348175e-01,3.767119400435303689e-01,-1.187324139793814792e+00
-2.677677677677677837e-01,9.434790436962290361e-01,-1.404526479510610271e+00,1.147393682736445042e+00,3.035609736154876726e-01,-6.954925163217584583e-01,-1.338918139461714896e+00,-1.297711279161718689e+00,-5.929421744842710007e-01,4.150178905245692218e-01,-1.210766078883637853e+00
-2.667667667667668052e-01,9.467747733748353989e-01,-1.405457128664927113e+00,1.139581733372638128e+00,2.862157188417517872e-01,-7.147037290298958734e-01,-1.347170881019268407e+00,-1.285128752797528584e+00,-5.605618549672695128e-01,4.529927445338116088e-01,-1.233015524015315334e+00
-2.657657657657657713e-01,9.500611774292062606e-01,-1.406332403581803225e+00,1.131668761913801280e+00,2.688253575450547661e-01,-7.337389514365819654e-01,-1.354945935002030977e+00,-1.271925990614520163e+00,-5.278281795957648903e-01,4.906062061720484202e-01,-1.254050561518345708e+00
-2.647647647647647373e-01,9.533382234886430551e-01,-1.407152269775901132e+00,1.123655469832188336e+00,2.513926303810635754e-01,-7.525934962645731696e-01,-1.362240544486796656e+00,-1.258109364601500246e+00,-4.947617823742508913e-01,5.278282678547319140e-01,-1.273850473802803585e+00
-2.637637637637637589e-01,9.566058792746181538e-01,-1.407916694944951752e+00,1.115542567493310155e+00,2.339202846821457626e-01,-7.712627207270890128e-01,-1.369052122909119040e+00,-1.243685543013566264e+00,-4.613835070418145778e-01,5.646292342516693319e-01,-1.292395759764243701e+00
-2.627627627627627804e-01,9.598641126010836189e-01,-1.408625648971010724e+00,1.107330774092951886e+00,2.164110740243974373e-01,-7.897420276710542808e-01,-1.375378254980454962e+00,-1.228661487153823728e+00,-4.277143939330676492e-01,6.009797459776077266e-01,-1.309668153990493522e+00
-2.617617617617618020e-01,9.631128913748118192e-01,-1.409279103921682319e+00,1.099020817593444832e+00,1.988677577936965868e-01,-8.080268667091312640e-01,-1.381216697544627614e+00,-1.213044448013716803e+00,-3.937756667151716683e-01,6.368508030148251065e-01,-1.325650644751447560e+00
-2.607607607607607680e-01,9.663521835956989658e-01,-1.409877034051198574e+00,1.090613434659118086e+00,1.812931007508309100e-01,-8.261127353402074602e-01,-1.386565380373196765e+00,-1.196841962773496526e+00,-3.595887190092769137e-01,6.722137878490015428e-01,-1.340327490754048556e+00
-2.597597597597597341e-01,9.695819573570824135e-01,-1.410419415801440035e+00,1.082109370590998765e+00,1.636898725957825207e-01,-8.439951800581044772e-01,-1.391422406899537112e+00,-1.180061851164591502e+00,-3.251751009048371999e-01,7.070404882999432594e-01,-1.353684236646028660e+00
-2.587587587587587556e-01,9.728021808460587394e-01,-1.410906227802867230e+00,1.073509379260745300e+00,1.460608475312340782e-01,-8.616697974482219191e-01,-1.395786054891339445e+00,-1.162712211695610121e+00,-2.905565053752942606e-01,7.413031200289353917e-01,-1.365707727253113291e+00
-2.577577577577577772e-01,9.760128223437912753e-01,-1.411337450875354893e+00,1.064814223043811348e+00,1.284088038253639874e-01,-8.791322352718403677e-01,-1.399654777061280164e+00,-1.144801417743785965e+00,-2.557547546036891828e-01,7.749743487047623391e-01,-1.376386120535658897e+00
-2.567567567567567988e-01,9.792138502258281862e-01,-1.411713068028955798e+00,1.056024672751869176e+00,1.107365233740025684e-01,-8.963781935378311028e-01,-1.403027201615675734e+00,-1.126338113513781991e+00,-2.207917862268292952e-01,8.080273118107245134e-01,-1.385708899251987702e+00
-2.557557557557557648e-01,9.824052329624087809e-01,-1.412033064464562448e+00,1.047141507564472107e+00,9.304679126221500340e-02,-9.134034255614909004e-01,-1.405902132740894483e+00,-1.107331209865769939e+00,-1.856896395066755245e-01,8.404356400752410750e-01,-1.393666881316902639e+00
-2.547547547547547309e-01,9.855869391187658257e-01,-1.412297427574478625e+00,1.038165514959973335e+00,7.534239532538149209e-02,-9.302037390102486647e-01,-1.408278551027361880e+00,-1.087789880014813804e+00,-1.504704414376674959e-01,8.721734785089403363e-01,-1.400252228845189961e+00
-2.537537537537537524e-01,9.887589373554594996e-01,-1.412506146942950958e+00,1.029097490645743296e+00,5.762612570984748661e-02,-9.467749969360175211e-01,-1.410155613831064914e+00,-1.067723555103669675e+00,-1.151563927987535180e-01,9.032155070314937806e-01,-1.405458455871254841e+00
-2.527527527527527740e-01,9.919211964286754890e-01,-1.412659214346563497e+00,1.019938238487619442e+00,3.990077443320570044e-02,-9.631131187938757332e-01,-1.411532655572325323e+00,-1.047141919651065400e+00,-7.976975415890144583e-02,9.335369606716732438e-01,-1.409280434737190335e+00
-2.517517517517517400e-01,9.950736851905169766e-01,-1.412756623754539920e+00,1.010688570438628364e+00,2.216913494428382481e-02,-9.792140814468562882e-01,-1.412409187971782831e+00,-1.026054906877688300e+00,-4.433283184492148310e-02,9.631136493245449071e-01,-1.411714401143028930e+00
-2.507507507507507616e-01,9.982163725893169470e-01,-1.412798371328989777e+00,1.001349306467014699e+00,4.434001682908021713e-03,-9.950739201566167758e-01,-1.412784900223539752e+00,-1.004472693912165759e+00,-8.867963880447797542e-03,9.919219770500589117e-01,-1.412757957854241964e+00
-2.497497497497497276e-01,1.001349227669961151e+00,-1.412784455425081465e+00,9.919212744835679274e-01,-1.330183036048976537e-02,-1.010688729559743093e+00,-1.412659659105392373e+00,-9.824056968793429823e-01,2.660249409506030768e-02,1.019938960897635027e+00,-1.412410077062820957e+00
-2.487487487487487492e-01,1.004472219574190195e+00,-1.412714876591106172e+00,9.824053102682279714e-01,-3.103556608535210787e-02,-1.026054664629413526e+00,-1.412033509026065836e+00,-9.598645658731924657e-01,6.205618291842322082e-02,1.047142249241689971e+00,-1.410671101399570748e+00
-2.477477477477477708e-01,1.007585317540885983e+00,-1.412589637568428591e+00,9.728022573959750341e-01,-4.876441072149360206e-02,-1.041167941622187509e+00,-1.410906672009442531e+00,-9.368601798167894845e-01,9.747075399706676968e-02,1.073510139613491177e+00,-1.407542743596623680e+00
-2.467467467467467368e-01,1.010688490906385573e+00,-1.412408743291396540e+00,9.631129671620618504e-01,-6.648557026954601823e-02,-1.056024839009736427e+00,-1.409279547615851502e+00,-9.134036412118796688e-01,1.328238833966840782e-01,1.099021596015144597e+00,-1.403028084800572284e+00
-2.457457457457457584e-01,1.013781709104776940e+00,-1.412172200887136242e+00,9.533382985065395054e-01,-8.419625194128174672e-02,-1.070621698395234134e+00,-1.407152712800380456e+00,-8.895062707805225788e-01,1.680932859133533741e-01,1.123656265701863388e+00,-1.397131571537810757e+00
-2.447447447447447244e-01,1.016864941668210953e+00,-1.411880019675288311e+00,9.434791179381242232e-01,-1.018936645997476076e-01,-1.084954925414219451e+00,-1.404526921708312059e+00,-8.651796020014330679e-01,2.032567291212442062e-01,1.147394495419165050e+00,-1.389859011335129013e+00
-2.437437437437437460e-01,1.019938158227199798e+00,-1.411532211167636275e+00,9.335362994573825901e-01,-1.195750191991372530e-01,-1.099020990619680171e+00,-1.401403105407711180e+00,-8.404353755436304585e-01,2.382920473870521472e-01,1.170217347082007642e+00,-1.381217566999827229e+00
-2.427427427427427675e-01,1.023001328510906527e+00,-1.411128789067641609e+00,9.235107244792422065e-01,-1.372375292243337985e-01,-1.112816430351141639e+00,-1.397782371559269210e+00,-8.152855336000836006e-01,2.731771558423295443e-01,1.192106612883366168e+00,-1.371215749564990594e+00
-2.417417417417417336e-01,1.026054422347451034e+00,-1.410669769269912166e+00,9.134032817548632943e-01,-1.548784111300544886e-01,-1.126337847587574048e+00,-1.393666004023551563e+00,-7.897422141241109417e-01,3.078900643049075070e-01,1.213044829820215664e+00,-1.359863409906910459e+00
-2.407407407407407551e-01,1.029097409664200713e+00,-1.410155169859570012e+00,9.032148672928476119e-01,-1.724948847795268192e-01,-1.139581912783878659e+00,-1.389055462405754948e+00,-7.638177449712933997e-01,3.424088911406292790e-01,1.233015293625310260e+00,-1.347171729042864419e+00
-2.397397397397397212e-01,1.032130260488085982e+00,-1.409585011111563535e+00,8.929463842798242013e-01,-1.900841738826297700e-01,-1.152545364690780616e+00,-1.383952381538174015e+00,-7.375246379497489846e-01,3.767118770566659225e-01,1.252002072093673091e+00,-1.333153207118858763e+00
-2.387387387387387427e-01,1.035152944945872733e+00,-1.408959315489836772e+00,8.825987430003643386e-01,-2.076435064334238856e-01,-1.165225011157862589e+00,-1.378358570900484192e+00,-7.108755827816009010e-01,4.107773988177002011e-01,1.269990017793099391e+00,-1.317821651098098901e+00
-2.377377377377377643e-01,1.038165433264455872e+00,-1.408278107646445676e+00,8.721728607562853064e-01,-2.251701151470081874e-01,-1.177617729919607559e+00,-1.372276013978125597e+00,-6.838834409785934376e-01,4.445839828763525348e-01,1.286964780148602827e+00,-1.301192161162389782e+00
-2.367367367367367303e-01,1.041167695771163304e+00,-1.407541414420599546e+00,8.616696617853426554e-01,-2.426612378956360394e-01,-1.189720469364242028e+00,-1.365706867558999837e+00,-6.565612396348085023e-01,4.781103189092520411e-01,1.302912816891149461e+00,-1.283281115839852271e+00
-2.357357357357357519e-01,1.044159702894052799e+00,-1.406749264837610758e+00,8.510900771793012964e-01,-2.601141181440173034e-01,-1.201530249285180041e+00,-1.358653460968711979e+00,-6.289221651394601986e-01,5.113352732502186582e-01,1.317821404861530210e+00,-1.264106155873572668e+00
-2.347347347347347180e-01,1.047141425162203099e+00,-1.405901690107749902e+00,8.404350448013960806e-01,-2.775260053837376173e-01,-1.213044161614874605e+00,-1.351118295244623457e+00,-6.009795568128083465e-01,5.442379022120834575e-01,1.331678650160749378e+00,-1.243686166847085328e+00
-2.337337337337337395e-01,1.050112833205986806e+00,-1.404998723624993673e+00,8.297055092031765389e-01,-2.948941555667247139e-01,-1.224259371140887120e+00,-1.343104042248996377e+00,-5.727469004682517184e-01,5.767974652887468689e-01,1.344473497638817516e+00,-1.222041260583773381e+00
-2.327327327327327611e-01,1.053073897757370814e+00,-1.404040400965723023e+00,8.189024215407836316e-01,-3.122158315377020488e-01,-1.235173116204048904e+00,-1.334613543721605566e+00,-5.442378219037398157e-01,6.089934382291714021e-01,1.356195739714437076e+00,-1.199192755338577276e+00
-2.317317317317317271e-01,1.056024589650193635e+00,-1.403026759887309849e+00,8.080267394906235356e-01,-3.294883034655518572e-01,-1.245782709378487674e+00,-1.325649810272084839e+00,-5.154660803256093660e-01,6.408055259750470301e-01,1.366836024518478521e+00,-1.175163154801448062e+00
-2.307307307307307487e-01,1.058964879820479821e+00,-1.401957840326659932e+00,7.970794271644903173e-01,-3.467088492735329597e-01,-1.256085538133414392e+00,-1.316216020312437340e+00,-4.864455617080563621e-01,6.722136754540001258e-01,1.376385863354826933e+00,-1.149976125933298121e+00
-2.297297297297297147e-01,1.061894739306698421e+00,-1.400833684398610224e+00,7.860614550240799803e-01,-3.638747550682630005e-01,-1.266079065476410026e+00,-1.306315518929988650e+00,-4.571902720913971763e-01,7.031980882202382155e-01,1.384837637472531968e+00,-1.123656475656180653e+00
-2.287287287287287363e-01,1.064814139250072955e+00,-1.399654336394293486e+00,7.749737997949761592e-01,-3.809833155674243188e-01,-1.275760830578164695e+00,-1.295951816701290005e+00,-4.277143308224088392e-01,7.337392329347128817e-01,1.392184604143988480e+00,-1.096230126420758344e+00
-2.277277277277277578e-01,1.067723050894848313e+00,-1.398419842779377253e+00,7.638174443800558322e-01,-3.980318345261018020e-01,-1.285128449378422522e+00,-1.285128588447300491e+00,-3.980319637399656885e-01,7.638178576768900330e-01,1.398420902044186676e+00,-1.067724090675044479e+00
-2.267267267267267239e-01,1.070621445588572307e+00,-1.397130252192228417e+00,7.525933777723515794e-01,-4.150176251616997658e-01,-1.294179615173032483e+00,-1.273849671930345373e+00,-3.681574963092870134e-01,7.934150020803898418e-01,1.403541555926805184e+00,-1.038166444259606136e+00
-2.257257257257257455e-01,1.073509294782382772e+00,-1.395785615442001415e+00,7.413025949673845982e-01,-4.319380105773700240e-01,-1.302912099181963379e+00,-1.262119066493305519e+00,-3.381053467081047148e-01,8.225120092848496878e-01,1.407542480593412471e+00,-1.007586298755431820e+00
-2.247247247247247115e-01,1.076386570031291345e+00,-1.394385985506643832e+00,7.299460968749622580e-01,-4.487903241838829271e-01,-1.311323751098128820e+00,-1.249940931641511321e+00,-3.078900188680867012e-01,8.510905376964685853e-01,1.410420484152594689e+00,-9.760137728116881073e-01
-2.237237237237237331e-01,1.079253242994465012e+00,-1.392931417530807625e+00,7.185248902304482987e-01,-4.655719101198712018e-01,-1.319412499616881895e+00,-1.237319585567842717e+00,-2.775260954748690612e-01,8.791325725498160271e-01,1.412173270566410288e+00,-9.434799624816013752e-01
-2.227227227227226991e-01,1.082109285435500778e+00,-1.391421968823671307e+00,7.070399875055147776e-01,-4.822801236703823657e-01,-1.327176352946055182e+00,-1.224259503621552669e+00,-2.470282309300805279e-01,9.066204372636202935e-01,1.412799441482135654e+00,-9.100169105956821269e-01
-2.217217217217217207e-01,1.084954669222710999e+00,-1.389857698856692192e+00,6.954924068183937491e-01,-4.989123316836794886e-01,-1.334613399296433300e+00,-1.210765316721384099e+00,-2.164111442787573503e-01,9.335368045833869477e-01,1.412298497347868720e+00,-8.756575752024744475e-01
-2.207207207207207422e-01,1.087789366329386720e+00,-1.388238669261244285e+00,6.838831718436126916e-01,-5.154659129862091405e-01,-1.341721807352496798e+00,-1.196841809713492966e+00,-1.856896121055543192e-01,9.598647075037967102e-01,1.410670837811042411e+00,-8.404357971078738609e-01
-2.197197197197197083e-01,1.090613348834072793e+00,-1.386564943826190222e+00,6.722133117212475417e-01,-5.319382587956891228e-01,-1.348499826723372541e+00,-1.182493919674811655e+00,-1.548784614031900597e-01,9.855875499640303072e-01,1.407917761399591683e+00,-8.043862665450278726e-01
-2.187187187187187298e-01,1.093426588920863196e+00,-1.384836588495393928e+00,6.604838609657037729e-01,-5.483267731322505334e-01,-1.354945788373874249e+00,-1.167726734162453317e+00,-1.239925624165662127e-01,1.010689117309279794e+00,1.404041464486031066e+00,-7.675444890076412729e-01
-2.177177177177176959e-01,1.096229058879671037e+00,-1.383053671365114701e+00,6.486958593740052015e-01,-5.646288732275537292e-01,-1.361058105035488186e+00,-1.152545489409731339e+00,-9.304682146600865011e-02,1.035153586511817325e+00,1.399045039535204760e+00,-7.299467502803048680e-01
-2.167167167167167174e-01,1.099020731106474580e+00,-1.381216262681293605e+00,6.368503519336022878e-01,-5.808419899318095769e-01,-1.366835271597190982e+00,-1.136955568469438793e+00,-6.205617375309457201e-02,1.058965536145179076e+00,1.392932472637123054e+00,-6.916300807002953022e-01
-2.157157157157157390e-01,1.101801578103612789e+00,-1.379324434836814994e+00,6.249483887297494489e-01,-5.969635681186796772e-01,-1.372275865476102474e+00,-1.120962499305119486e+00,-3.103557615254736238e-02,1.082109956105237192e+00,1.385708640326934971e+00,-6.526322186860924468e-01
-2.147147147147147050e-01,1.104571572480069097e+00,-1.377378262368668116e+00,6.129910248524235161e-01,-6.129910670879611390e-01,-1.377378546967798822e+00,-1.104571952830942116e+00,6.331175300743945363e-12,1.104572257071984254e+00,1.377379305694499845e+00,-6.129915735684920985e-01
-2.137137137137137266e-01,1.107330686951710774e+00,-1.375377821954974600e+00,6.009793203027753439e-01,-6.289219609659756349e-01,-1.382142059576169757e+00,-1.087789740900846569e+00,3.103557616520662837e-02,1.126338279706031065e+00,1.367951113786624928e+00,-5.727471877609077167e-01
-2.127127127127126927e-01,1.110078894341578026e+00,-1.373323192411992855e+00,5.889143398991725231e-01,-6.447537391036485266e-01,-1.386565230322845066e+00,-1.070621814247761483e+00,6.205617376574484173e-02,1.147394303574109431e+00,1.357431586305747562e+00,-5.319386983061710206e-01
-2.117117117117117142e-01,1.112816167580137572e+00,-1.371214454690993234e+00,5.767971531827986720e-01,-6.604839064721702568e-01,-1.390646970036013785e+00,-1.053074260373547455e+00,9.304682147864444530e-02,1.167727055797871838e+00,1.345829115609191051e+00,-4.906062978376597994e-01
-2.107107107107107358e-01,1.115542479705551537e+00,-1.369051691875073473e+00,5.646288343228403894e-01,-6.761099840562038166e-01,-1.394386273618627436e+00,-1.035153301390457026e+00,1.239925624291813577e-01,1.187323719420586565e+00,1.333152958013842149e+00,-4.487906949932272682e-01
